id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
1285283,167532,1306,0.004,2,1.0,0.003,0.005,,,
1285284,167532,1311,0.0,2,1.0,0.0,0.0,,,
1285285,167532,1313,0.002,2,1.0,0.002,0.002,,,
1285286,167532,1314,0.016,2,1.0,0.014,0.017,,,
1285287,167532,1321,0.0,2,1.0,0.0,0.0,,,
1285288,167532,1325,0.0,0,,,,,,
1285289,167532,1331,0.004,0,49.0,,,,,
1285290,167532,1406,0.0,2,1.0,0.0,0.0,,,
1285291,167532,1003,10.66,2,1.0,10.31,11.0,,,
1285292,167532,1007,3.69,2,1.0,3.64,3.73,,,
1285293,167532,1009,27.25,2,1.0,27.0,27.5,,,
1285294,167532,1012,2.7,2,1.0,2.5,2.9,,,
1285295,167532,1013,0.0,2,1.0,0.0,0.0,,,
1285296,167532,1018,0.0,0,40.0,,,,,
1285297,167532,1062,994.0,0,49.0,,,,,
1285298,167532,1075,0.0,2,1.0,0.0,0.0,,,
1285299,167532,1079,9.2,2,1.0,9.2,9.3,,,
1285300,167532,1089,4.89,2,1.0,4.75,5.04,,,
1285301,167532,1090,26.0,2,1.0,26.0,26.0,,,
1285302,167532,1091,103.0,2,1.0,103.0,103.0,,,
1285303,167532,1093,478.0,2,1.0,446.0,509.0,,,
1285304,167532,1098,0.149,2,1.0,0.137,0.161,,,
1285305,167532,1101,0.634,2,1.0,0.634,0.634,,,
1285306,167532,1104,4.0,0,49.0,,,,,
1285307,167532,1105,0.0,0,40.0,,,,,
1285308,167532,1106,0.0,0,49.0,,,,,
1285309,167532,1107,2.0,0,40.0,,,,,
1285310,167532,1108,0.0,0,40.0,,,,,
1285311,167532,1114,0.0,0,40.0,,,,,
1285312,167532,1120,0.0,0,40.0,,,,,
1285313,167532,1122,0.0,0,40.0,,,,,
1285314,167532,1162,0.0,0,40.0,,,,,
1285315,167532,1165,0.51,2,1.0,0.5,0.52,,,
1285316,167532,1166,0.255,2,1.0,0.24,0.27,,,
1285317,167532,1177,127.0,0,40.0,,,,,
1285318,167532,1178,0.0,0,40.0,,,,,
1285319,167532,1185,7.7,0,40.0,,,,,
1285320,167532,1187,78.0,0,40.0,,,,,
1285321,167532,1246,0.0,0,40.0,,,,,
1285322,167532,1253,0.0,0,40.0,,,,,
1285323,167532,1257,0.031,0,49.0,,,,,
1285324,167532,1258,0.63,0,49.0,,,,,
1285325,167532,1261,0.007,2,1.0,0.006,0.007,,,
1285326,167532,1263,0.013,2,1.0,0.01,0.017,,,
1285327,167532,1264,0.007,2,1.0,0.006,0.008,,,
1285328,167532,1272,0.0,2,1.0,0.0,0.0,,,
1285329,167532,1273,0.006,2,1.0,0.005,0.007,,,
1285330,167532,1274,0.0,2,1.0,0.0,0.0,,,
1285331,167532,1275,0.016,0,,,,,,
1285332,167532,1278,0.003,2,1.0,0.002,0.003,,,
1285333,167532,1280,0.0,2,1.0,0.0,0.0,,,
1285334,167532,1300,0.004,2,1.0,0.003,0.004,,,
1285335,167532,1301,0.003,2,1.0,0.003,0.003,,,
1285336,167532,1303,0.0,2,1.0,0.0,0.0,,,
1285337,167532,1312,0.0,2,1.0,0.0,0.0,,,
1285338,167532,1315,0.339,2,1.0,0.325,0.353,,,
1285339,167532,1316,0.875,2,1.0,0.857,0.893,,,
1285340,167532,1317,0.0,2,1.0,0.0,0.0,,,
1285341,167532,1323,0.002,2,1.0,0.002,0.002,,,
1285342,167532,1329,0.027,0,49.0,,,,,
1285343,167532,1333,0.0,2,1.0,0.0,0.0,,,
1285344,167532,1404,0.083,2,1.0,0.08,0.086,,,
1285345,167532,1405,0.0,2,1.0,0.0,0.0,,,
1285346,167532,1411,0.006,2,1.0,0.004,0.007,,,
